0000000000000007,       4,      13,     888,       0,    1393,   83634,       0
0000000000000007,       5,      14,     948,       0,    1394,   83694,       0
0000000000000007,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000e,       1,    1375,   82554,       0,      15,    1008,       0
000000000000000e,       2,      14,     948,       0,    1370,   82254,       0
000000000000000e,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000012,       1,    1394,   83694,       0,      14,     948,       0
0000000000000012,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000011,       1,    1379,   82794,       0,       9,     648,       0
0000000000000011,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000018,       1,      10,     708,       0,    1377,   82674,       0
0000000000000018,       2,    1378,   82734,       0,      10,     708,       0
0000000000000018,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000003,       1,    1371,   82368,       0,      36,    2214,       0
0000000000000003,       2,     136,    8705,       0,   47002,25298254,       0
0000000000000003,       3,      29,    1848,       0,    1384,   83094,       0
0000000000000003,       4,    1381,   82914,       0,      32,    2028,       0
0000000000000003,       5,   45638,25216490,       0,    1488,   89883,       0
0000000000000003,       6,       9,     706,       0,    1391,   83590,       0
0000000000000003,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000001,       1,      28,    1734,       0,    1369,   82248,       0
0000000000000001,       2,      27,    1728,       0,    1371,   82314,       0
0000000000000001,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000019,       1,      10,     708,       0,    1378,   82734,       0
0000000000000019,       2,    1381,   82914,       0,      17,    1128,       0
0000000000000019,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000013,       1,    1393,   83634,       0,      13,     888,       0
0000000000000013,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000f,       1,    1370,   82254,       0,      14,     948,       0
000000000000000f,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001a,       1,   47008,25298614,       0,     116,    7505,       0
000000000000001a,       2,     112,    7265,       0,   47007,25298554,       0
000000000000001a,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000008,       1,    1378,   82734,       0,      18,    1188,       0
0000000000000008,       2,    1370,   82254,       0,      31,    1968,       0
0000000000000008,       3,      27,    1728,       0,    1376,   82614,       0
0000000000000008,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000d,       1,    1375,   82554,       0,      24,    1548,       0
000000000000000d,       2,      13,     888,       0,    1383,   83034,       0
000000000000000d,       3,      15,    1008,       0,    1375,   82554,       0
000000000000000d,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001b,       1,   47007,25298554,       0,     112,    7265,       0
000000000000001b,       2,      18,    1188,       0,    1379,   82794,       0
000000000000001b,       3,     105,    6845,       0,   47007,25298554,       0
000000000000001b,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000f,       1,    1375,   82554,       0,      14,     948,       0
000000000000000f,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000017,       1,    1382,   82974,       0,      10,     708,       0
0000000000000017,       2,      23,    1488,       0,    1391,   83514,       0
0000000000000017,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000015,       1,    1380,   82854,       0,      15,    1008,       0
0000000000000015,       2,      15,    1008,       0,    1376,   82614,       0
0000000000000015,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000016,       1,    1376,   82614,       0,      15,    1008,       0
0000000000000016,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000b,       1,    1376,   82614,       0,      27,    1728,       0
000000000000000b,       2,      32,    2028,       0,    1386,   83214,       0
000000000000000b,       3,      20,    1308,       0,    1397,   83874,       0
000000000000000b,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000c,       1,    1397,   83874,       0,      20,    1308,       0
000000000000000c,       2,      24,    1548,       0,    1380,   82854,       0
000000000000000c,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000008,       1,    1383,   83034,       0,      18,    1188,       0
0000000000000008,       2,    1375,   82554,       0,      31,    1968,       0
0000000000000008,       3,      27,    1728,       0,    1381,   82914,       0
0000000000000008,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000004,       1,    1389,   83394,       0,      29,    1848,       0
0000000000000004,       2,      34,    2148,       0,    1395,   83754,       0
0000000000000004,       3,      32,    2028,       0,    1385,   83154,       0
0000000000000004,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000012,       1,    1399,   83994,       0,      14,     948,       0
0000000000000012,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000009,       1,    1381,   82914,       0,      27,    1728,       0
0000000000000009,       2,      15,    1008,       0,    1380,   82854,       0
0000000000000009,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000d,       1,    1380,   82854,       0,      24,    1548,       0
000000000000000d,       2,      13,     888,       0,    1388,   83334,       0
000000000000000d,       3,      15,    1008,       0,    1380,   82854,       0
000000000000000d,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000007,       1,    1395,   83754,       0,      34,    2148,       0
0000000000000007,       2,    1392,   83574,       0,      12,     828,       0
0000000000000007,       3,      14,     948,       0,    1399,   83994,       0
0000000000000007,       4,      13,     888,       0,    1398,   83934,       0
0000000000000007,       5,      14,     948,       0,    1399,   83994,       0
0000000000000007,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000005,       1,    1385,   83154,       0,      32,    2028,       0
0000000000000005,       2,      31,    1968,       0,    1375,   82554,       0
0000000000000005,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000011,       1,    1384,   83094,       0,       9,     648,       0
0000000000000011,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001b,       1,   47012,25298854,       0,     112,    7265,       0
000000000000001b,       2,      18,    1188,       0,    1384,   83094,       0
000000000000001b,       3,     105,    6845,       0,   47012,25298854,       0
000000000000001b,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000006,       1,   47007,25298554,       0,     136,    8705,       0
0000000000000006,       2,      12,     828,       0,    1392,   83574,       0
0000000000000006,       3,      18,    1188,       0,    1383,   83034,       0
0000000000000006,       4,     112,    7265,       0,   47022,25299454,       0
0000000000000006,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000018,       1,      10,     708,       0,    1382,   82974,       0
0000000000000018,       2,    1383,   83034,       0,      10,     708,       0
0000000000000018,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000003,       1,    1376,   82668,       0,      36,    2214,       0
0000000000000003,       2,     136,    8705,       0,   47007,25298554,       0
0000000000000003,       3,      29,    1848,       0,    1389,   83394,       0
0000000000000003,       4,    1386,   83214,       0,      32,    2028,       0
0000000000000003,       5,   45638,25216490,       0,    1493,   90183,       0
0000000000000003,       6,       9,     706,       0,    1396,   83890,       0
0000000000000003,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001a,       1,   47013,25298914,       0,     116,    7505,       0
000000000000001a,       2,     112,    7265,       0,   47012,25298854,       0
000000000000001a,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000002,       1,    1374,   82548,       0,      28,    1734,       0
0000000000000002,       2,      36,    2214,       0,    1376,   82668,       0
0000000000000002,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001c,       1,    1384,   83094,       0,      18,    1188,       0
000000000000001c,       2,      20,    1308,       0,    1385,   83154,       0
000000000000001c,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000001,       1,      28,    1734,       0,    1374,   82548,       0
0000000000000001,       2,      27,    1728,       0,    1376,   82614,       0
0000000000000001,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000010,       1,    1388,   83334,       0,      13,     888,       0
0000000000000010,       2,       9,     648,       0,    1384,   83094,       0
0000000000000010,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001d,       1,    1385,   83154,       0,      20,    1308,       0
000000000000001d,       2,    1391,   83514,       0,      23,    1488,       0
000000000000001d,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000019,       1,      10,     708,       0,    1383,   83034,       0
0000000000000019,       2,    1386,   83214,       0,      17,    1128,       0
0000000000000019,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000e,       1,    1380,   82854,       0,      15,    1008,       0
000000000000000e,       2,      14,     948,       0,    1375,   82554,       0
000000000000000e,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000014,       1,    1399,   83994,       0,      14,     948,       0
0000000000000014,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000a,       1,   47022,25299454,       0,     112,    7265,       0
000000000000000a,       2,     116,    7505,       0,   47013,25298914,       0
000000000000000a,       3,      17,    1128,       0,    1386,   83214,       0
000000000000000a,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000013,       1,    1398,   83934,       0,      13,     888,       0
0000000000000013,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000017,       1,    1387,   83274,       0,      10,     708,       0
0000000000000017,       2,      23,    1488,       0,    1396,   83814,       0
0000000000000017,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001a,       1,   67013,36132037,       0,     124,    8040,       0
000000000000001a,       2,     120,    7800,       0,   67012,36131977,       0
000000000000001a,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000016,       1,    1381,   82914,       0,      15,    1008,       0
0000000000000016,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000008,       1,    1388,   83334,       0,      18,    1188,       0
0000000000000008,       2,    1380,   82854,       0,      31,    1968,       0
0000000000000008,       3,      27,    1728,       0,    1386,   83214,       0
0000000000000008,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000c,       1,    1402,   84174,       0,      20,    1308,       0
000000000000000c,       2,      24,    1548,       0,    1385,   83154,       0
000000000000000c,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000019,       1,      10,     708,       0,    1388,   83334,       0
0000000000000019,       2,    1391,   83514,       0,      17,    1128,       0
0000000000000019,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001b,       1,   67015,36133603,       0,     120,    7800,       0
000000000000001b,       2,      18,    1188,       0,    1389,   83394,       0
000000000000001b,       3,     113,    7380,       0,   67015,36133603,       0
000000000000001b,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000011,       1,    1389,   83394,       0,       9,     648,       0
0000000000000011,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000002,       1,    1379,   82848,       0,      28,    1734,       0
0000000000000002,       2,      36,    2214,       0,    1381,   82968,       0
0000000000000002,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000e,       1,    1385,   83154,       0,      15,    1008,       0
000000000000000e,       2,      14,     948,       0,    1380,   82854,       0
000000000000000e,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000004,       1,    1394,   83694,       0,      29,    1848,       0
0000000000000004,       2,      34,    2148,       0,    1400,   84054,       0
0000000000000004,       3,      32,    2028,       0,    1390,   83454,       0
0000000000000004,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000b,       1,    1381,   82914,       0,      27,    1728,       0
000000000000000b,       2,      32,    2028,       0,    1391,   83514,       0
000000000000000b,       3,      20,    1308,       0,    1402,   84174,       0
000000000000000b,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000014,       1,    1404,   84294,       0,      14,     948,       0
0000000000000014,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000f,       1,    1380,   82854,       0,      14,     948,       0
000000000000000f,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000a,       1,   66974,36106561,       0,     120,    7800,       0
000000000000000a,       2,     124,    8040,       0,   66965,36106021,       0
000000000000000a,       3,      17,    1128,       0,    1391,   83514,       0
000000000000000a,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000001,       1,      28,    1734,       0,    1379,   82848,       0
0000000000000001,       2,      27,    1728,       0,    1381,   82914,       0
0000000000000001,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000006,       1,   66947,36099157,       0,     144,    9240,       0
0000000000000006,       2,      12,     828,       0,    1397,   83874,       0
0000000000000006,       3,      18,    1188,       0,    1388,   83334,       0
0000000000000006,       4,     120,    7800,       0,   66962,36100057,       0
0000000000000006,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000013,       1,    1403,   84234,       0,      13,     888,       0
0000000000000013,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000012,       1,    1404,   84294,       0,      14,     948,       0
0000000000000012,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000009,       1,    1386,   83214,       0,      27,    1728,       0
0000000000000009,       2,      15,    1008,       0,    1385,   83154,       0
0000000000000009,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001c,       1,    1389,   83394,       0,      18,    1188,       0
000000000000001c,       2,      20,    1308,       0,    1390,   83454,       0
000000000000001c,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000003,       1,    1381,   82968,       0,      36,    2214,       0
0000000000000003,       2,     144,    9240,       0,   66938,36094279,       0
0000000000000003,       3,      29,    1848,       0,    1394,   83694,       0
0000000000000003,       4,    1391,   83514,       0,      32,    2028,       0
0000000000000003,       5,   65564,36011915,       0,    1506,   91018,       0
0000000000000003,       6,       9,     706,       0,    1401,   84190,       0
0000000000000003,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000010,       1,    1393,   83634,       0,      13,     888,       0
0000000000000010,       2,       9,     648,       0,    1389,   83394,       0
0000000000000010,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000015,       1,    1385,   83154,       0,      15,    1008,       0
0000000000000015,       2,      15,    1008,       0,    1381,   82914,       0
0000000000000015,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000d,       1,    1385,   83154,       0,      24,    1548,       0
000000000000000d,       2,      13,     888,       0,    1393,   83634,       0
000000000000000d,       3,      15,    1008,       0,    1385,   83154,       0
000000000000000d,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000007,       1,    1400,   84054,       0,      34,    2148,       0
0000000000000007,       2,    1397,   83874,       0,      12,     828,       0
0000000000000007,       3,      14,     948,       0,    1404,   84294,       0
0000000000000007,       4,      13,     888,       0,    1403,   84234,       0
0000000000000007,       5,      14,     948,       0,    1404,   84294,       0
0000000000000007,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000005,       1,    1390,   83454,       0,      32,    2028,       0
0000000000000005,       2,      31,    1968,       0,    1380,   82854,       0
0000000000000005,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001d,       1,    1390,   83454,       0,      20,    1308,       0
000000000000001d,       2,    1396,   83814,       0,      23,    1488,       0
000000000000001d,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000018,       1,      10,     708,       0,    1387,   83274,       0
0000000000000018,       2,    1388,   83334,       0,      10,     708,       0
0000000000000018,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000002,       1,    1384,   83148,       0,      28,    1734,       0
0000000000000002,       2,      36,    2214,       0,    1386,   83268,       0
0000000000000002,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000003,       1,    1386,   83268,       0,      36,    2214,       0
0000000000000003,       2,     144,    9240,       0,   92668,50037529,       0
0000000000000003,       3,      29,    1848,       0,    1399,   83994,       0
0000000000000003,       4,    1396,   83814,       0,      32,    2028,       0
0000000000000003,       5,   91289,49954865,       0,    1511,   91318,       0
0000000000000003,       6,       9,     706,       0,    1406,   84490,       0
0000000000000003,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001d,       1,    1395,   83754,       0,      20,    1308,       0
000000000000001d,       2,    1401,   84114,       0,      23,    1488,       0
000000000000001d,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000001,       1,      28,    1734,       0,    1384,   83148,       0
0000000000000001,       2,      27,    1728,       0,    1386,   83214,       0
0000000000000001,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000015,       1,    1390,   83454,       0,      15,    1008,       0
0000000000000015,       2,      15,    1008,       0,    1386,   83214,       0
0000000000000015,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001c,       1,    1394,   83694,       0,      18,    1188,       0
000000000000001c,       2,      20,    1308,       0,    1395,   83754,       0
000000000000001c,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000006,       1,   92677,50042407,       0,     144,    9240,       0
0000000000000006,       2,      12,     828,       0,    1402,   84174,       0
0000000000000006,       3,      18,    1188,       0,    1393,   83634,       0
0000000000000006,       4,     120,    7800,       0,   92692,50043307,       0
0000000000000006,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000018,       1,      10,     708,       0,    1392,   83574,       0
0000000000000018,       2,    1393,   83634,       0,      10,     708,       0
0000000000000018,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000e,       1,    1390,   83454,       0,      15,    1008,       0
000000000000000e,       2,      14,     948,       0,    1385,   83154,       0
000000000000000e,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000005,       1,    1395,   83754,       0,      32,    2028,       0
0000000000000005,       2,      31,    1968,       0,    1385,   83154,       0
0000000000000005,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000016,       1,    1386,   83214,       0,      15,    1008,       0
0000000000000016,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000012,       1,    1409,   84594,       0,      14,     948,       0
0000000000000012,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000011,       1,    1394,   83694,       0,       9,     648,       0
0000000000000011,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000007,       1,    1405,   84354,       0,      34,    2148,       0
0000000000000007,       2,    1402,   84174,       0,      12,     828,       0
0000000000000007,       3,      14,     948,       0,    1409,   84594,       0
0000000000000007,       4,      13,     888,       0,    1408,   84534,       0
0000000000000007,       5,      14,     948,       0,    1409,   84594,       0
0000000000000007,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000a,       1,   92706,50050895,       0,     120,    7800,       0
000000000000000a,       2,     124,    8040,       0,   92697,50050355,       0
000000000000000a,       3,      17,    1128,       0,    1396,   83814,       0
000000000000000a,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000d,       1,    1390,   83454,       0,      24,    1548,       0
000000000000000d,       2,      13,     888,       0,    1398,   83934,       0
000000000000000d,       3,      15,    1008,       0,    1390,   83454,       0
000000000000000d,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000014,       1,    1409,   84594,       0,      14,     948,       0
0000000000000014,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000008,       1,    1393,   83634,       0,      18,    1188,       0
0000000000000008,       2,    1385,   83154,       0,      31,    1968,       0
0000000000000008,       3,      27,    1728,       0,    1391,   83514,       0
0000000000000008,fffffffe,       0,       0,       0,       0,       0,       0
000000000000000c,       1,    1407,   84474,       0,      20,    1308,       0
000000000000000c,       2,      24,    1548,       0,    1390,   83454,       0
000000000000000c,fffffffe,       0,       0,       0,       0,       0,       0
000000000000001b,       1,   92753,50081189,       0,     120,    7800,       0
000000000000001b,       2,      18,    1188,       0,    1394,   83694,       0
000000000000001b,       3,     113,    7380,       0,   92753,50081189,       0
000000000000001b,fffffffe,       0,       0,       0,       0,       0,       0
0000000000000009,       1,    1391,   83514,       0,      27,    1728,       0
