datapath,port,rx-pkts,rx-bytes,rx-error,tx-pkts,tx-bytes,tx-error,duration-sec,duration-nsec
0000000000000009,fffffffe,       0,       0,       0,    1432,  489444,       0,1840,809000000
000000000000001b,       1, 1170217,787176918,       0,     143,   32902,       0,1837,332000000
000000000000001b,       2,     135,   45042,       0,    1852,  490956,       0,1837,348000000
000000000000001b,       3,      52,    2908,       0, 1170258,787191786,       0,1837,349000000
000000000000001b,fffffffe,       0,       0,       0,    1435,  490470,       0,1837,335000000
0000000000000004,       1, 1168865,786855534,       0,    1504,  355672,       0,1841,17000000
0000000000000004,       2,    1508,  357040,       0, 1168863,786855414,       0,1841,250000000
0000000000000004,       3,      91,   30558,       0,    1901,  507150,       0,1841,18000000
0000000000000004,fffffffe,       0,       0,       0,    1438,  491496,       0,1841,19000000
0000000000000014,       1,    1487,  506562,       0,     508,   30480,       0,1839,909000000
0000000000000014,fffffffe,       0,       0,       0,    1438,  491496,       0,1839,622000000
000000000000000a,       1, 1169954,787084998,       0,     419,  126166,       0,1840,787000000
000000000000000a,       2,     282,   80440,       0, 1170084,787130868,       0,1840,786000000
000000000000000a,       3,     230,   77250,       0,    1762,  458766,       0,1840,786000000
000000000000000a,fffffffe,       0,       0,       0,    1434,  490128,       0,1840,767000000
000000000000001d,       1,    1995,  539298,       0,       3,     180,       0,1837,228000000
000000000000001d,       2,    1994,  537828,       0,       7,     420,       0,1837,227000000
000000000000001d,fffffffe,       0,       0,       0,    1444,  493548,       0,1837,211000000
0000000000000008,       1,    1813,  475080,       0,     189,   62100,       0,1840,857000000
0000000000000008,       2,      96,   31422,       0,    1895,  504816,       0,1840,857000000
0000000000000008,       3,     185,   61578,       0,    1803,  473916,       0,1840,856000000
0000000000000008,fffffffe,       0,       0,       0,    1433,  489786,       0,1840,837000000
0000000000000007,       1, 1168949,786884826,       0,    1419,  326602,       0,1840,882000000
0000000000000007,       2,     826,  266206,       0, 1169544,786945906,       0,1840,882000000
0000000000000007,       3,      90,   30498,       0,    1901,  507432,       0,1840,899000000
0000000000000007,       4,      92,   31182,       0,    1899,  506466,       0,1840,884000000
0000000000000007,       5,     595,   60234,       0,    1401,  477150,       0,1840,903000000
0000000000000007,fffffffe,       0,       0,       0,    1439,  491838,       0,1840,885000000
0000000000000017,       1,    1945,  522198,       0,      49,   16194,       0,1839,393000000
0000000000000017,       2,      99,   31884,       0,    1903,  506706,       0,1839,392000000
0000000000000017,fffffffe,       0,       0,       0,    1440,  492180,       0,1839,396000000
0000000000000018,       1,     142,   48000,       0,    1856,  491760,       0,1839,321000000
0000000000000018,       2,    1899,  506748,       0,     100,   32508,       0,1839,126000000
0000000000000018,fffffffe,       0,       0,       0,    1444,  493548,       0,1839,130000000
0000000000000015,       1,    1938,  520368,       0,      46,   14886,       0,1839,510000000
0000000000000015,       2,      90,   29934,       0,    1888,  503832,       0,1839,509000000
0000000000000015,fffffffe,       0,       0,       0,    1429,  488418,       0,1839,513000000
0000000000000001,       1,    1989,  536964,       0,       4,     240,       0,1851,559000000
0000000000000001,       2,    1992,  537708,       0,       5,     300,       0,1851,450000000
0000000000000001,fffffffe,       0,       0,       0,    1437,  491154,       0,1851,451000000
0000000000000002,       1,      98,   32388,       0,    1900,  506526,       0,1851,437000000
0000000000000002,       2,    1953,  522396,       0,      54,   16776,       0,1851,415000000
0000000000000002,fffffffe,       0,       0,       0,    1441,  492522,       0,1851,416000000
0000000000000006,       1,      99,   31320,       0,    1907,  506664,       0,1850,976000000
0000000000000006,       2, 1176982,791920892,       0,     734,  234742,       0,1850,977000000
0000000000000006,       3,     282,   93906,       0,    1726,  443916,       0,1850,977000000
0000000000000006,       4,     510,  157288,       0, 1177208,791997056,       0,1850,960000000
0000000000000006,fffffffe,       0,       0,       0,    1436,  490812,       0,1850,961000000
000000000000001b,       1, 1177561,792119756,       0,     143,   32902,       0,1847,336000000
000000000000001b,       2,     135,   45042,       0,    1857,  491256,       0,1847,352000000
000000000000001b,       3,      52,    2908,       0, 1177602,792134624,       0,1847,353000000
000000000000001b,fffffffe,       0,       0,       0,    1435,  490470,       0,1847,339000000
0000000000000018,       1,     142,   48000,       0,    1861,  492060,       0,1849,325000000
0000000000000018,       2,    1904,  507048,       0,     100,   32508,       0,1849,130000000
0000000000000018,fffffffe,       0,       0,       0,    1444,  493548,       0,1849,134000000
0000000000000010,       1,    1949,  522720,       0,      50,   15408,       0,1850,372000000
0000000000000010,       2,      96,   31704,       0,    1904,  508176,       0,1850,404000000
0000000000000010,fffffffe,       0,       0,       0,    1442,  492864,       0,1850,376000000
0000000000000011,       1,    1992,  538272,       0,       4,     240,       0,1850,260000000
0000000000000011,fffffffe,       0,       0,       0,    1441,  492522,       0,1850,263000000
0000000000000016,       1,    1981,  534228,       0,       3,     180,       0,1849,488000000
0000000000000016,fffffffe,       0,       0,       0,    1434,  490128,       0,1849,472000000
0000000000000012,       1,    1999,  539538,       0,       1,      60,       0,1850,173000000
0000000000000012,fffffffe,       0,       0,       0,    1444,  493548,       0,1850,135000000
000000000000000b,       1,      95,   31080,       0,    1904,  507612,       0,1850,748000000
000000000000000b,       2,    1690,  431604,       0,     326,  108390,       0,1850,748000000
000000000000000b,       3,     320,  107184,       0,    1689,  432390,       0,1850,748000000
000000000000000b,fffffffe,       0,       0,       0,    1443,  493206,       0,1850,709000000
0000000000000009,       1,    1896,  504312,       0,      95,   30798,       0,1850,828000000
0000000000000009,       2,     140,   47034,       0,    1852,  489546,       0,1850,828000000
0000000000000009,fffffffe,       0,       0,       0,    1432,  489444,       0,1850,813000000
0000000000000003,       1,     147,   48582,       0,    1865,  492300,       0,1851,270000000
0000000000000003,       2,    1991,  535392,       0,       9,     540,       0,1851,272000000
0000000000000003,       3,    1599,  386752,       0, 1176120,791769344,       0,1851,271000000
0000000000000003,       4,     415,  138828,       0,    1602,  401508,       0,1851,270000000
0000000000000003,       5, 1175647,791613248,       0,    2011,  527374,       0,1851,270000000
0000000000000003,       6,       0,       0,       0,    1960,  524508,       0,1851,270000000
0000000000000003,fffffffe,       0,       0,       0,    1444,  493548,       0,1851,273000000
0000000000000005,       1,    2001,  539940,       0,       2,     120,       0,1850,988000000
0000000000000005,       2,    1988,  535212,       0,       5,     300,       0,1851,3000000
0000000000000005,fffffffe,       0,       0,       0,    1442,  492864,       0,1850,988000000
0000000000000017,       1,    1950,  522498,       0,      49,   16194,       0,1849,397000000
0000000000000017,       2,      99,   31884,       0,    1908,  507006,       0,1849,396000000
0000000000000017,fffffffe,       0,       0,       0,    1440,  492180,       0,1849,400000000
0000000000000004,       1, 1176204,791798072,       0,    1509,  355972,       0,1851,21000000
0000000000000004,       2,    1513,  357340,       0, 1176202,791797952,       0,1851,254000000
0000000000000004,       3,      91,   30558,       0,    1906,  507450,       0,1851,22000000
0000000000000004,fffffffe,       0,       0,       0,    1438,  491496,       0,1851,23000000
0000000000000014,       1,    1487,  506562,       0,     513,   30780,       0,1849,913000000
0000000000000014,fffffffe,       0,       0,       0,    1438,  491496,       0,1849,626000000
000000000000001c,       1,    1946,  521694,       0,      49,   15630,       0,1847,265000000
000000000000001c,       2,      89,   29592,       0,    1908,  508134,       0,1847,295000000
000000000000001c,fffffffe,       0,       0,       0,    1442,  492864,       0,1847,269000000
0000000000000007,       1, 1176288,791827364,       0,    1424,  326902,       0,1850,886000000
0000000000000007,       2,     826,  266206,       0, 1176888,791888744,       0,1850,886000000
0000000000000007,       3,      90,   30498,       0,    1906,  507732,       0,1850,903000000
0000000000000007,       4,      92,   31182,       0,    1904,  506766,       0,1850,888000000
0000000000000007,       5,     600,   60534,       0,    1401,  477150,       0,1850,907000000
0000000000000007,fffffffe,       0,       0,       0,    1439,  491838,       0,1850,889000000
000000000000000a,       1, 1177298,792027836,       0,     419,  126166,       0,1850,791000000
000000000000000a,       2,     282,   80440,       0, 1177428,792073706,       0,1850,790000000
000000000000000a,       3,     230,   77250,       0,    1767,  459066,       0,1850,790000000
000000000000000a,fffffffe,       0,       0,       0,    1434,  490128,       0,1850,771000000
000000000000001d,       1,    2000,  539598,       0,       3,     180,       0,1847,232000000
000000000000001d,       2,    1999,  538128,       0,       7,     420,       0,1847,231000000
000000000000001d,fffffffe,       0,       0,       0,    1444,  493548,       0,1847,215000000
000000000000000c,       1,    1777,  462486,       0,     229,   76062,       0,1850,687000000
000000000000000c,       2,     268,   89964,       0,    1731,  447318,       0,1850,687000000
000000000000000c,fffffffe,       0,       0,       0,    1440,  492180,       0,1850,664000000
